"Site","Year","Season","Diam","Occupant","Note","N","survival","GIG","OBT","MC","ELD","BP","Host.plant","Site_name","State","Country","Latitude","longitude","Confidence","Collector","collection.notes"
"GRD",2024,"Spring",20,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",18,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",18,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",24,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",24,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",24,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",28,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",16,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",16,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",17,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",21,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",19,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",17,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",18,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",19,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",17,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",20,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"GRD",2024,"Spring",22,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Garrison Rd","","",39.83766236,-83.89815101,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"HFP",2023,"Spring",21,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",23,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",20,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",23,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",21,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",19,"GIG","",1,0,1,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",22,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",20,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",22,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",24,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",23,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",21,"WP","",1,0,0,0,0,0,1,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",14,"ELD","",1,0,0,0,0,1,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HFP",2023,"Spring",20,"EU","",1,1,0,0,0,0,0,"S. altissima","Horseshoe Farm Preserve","","",35.884304,-78.536751,"","Simon Willig","coordinates  not accurate"
"HGD",2023,"Spring",20,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",17,"GIG","",1,0,1,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",18,"GIG","",1,0,1,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",21,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",25,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",26,"EFE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"CK","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",21,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"OBT","failure to emerge",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"GIG","",1,0,1,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"MC","",1,0,0,0,1,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",18,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",12,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",16,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"LLD","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",16,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",16,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"Schizoprymnus texanus","",1,0,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",21,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",21,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"GIG","",1,0,1,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",18,"OBT","failure to emerge",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"EFE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",22,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",25,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",25,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",18,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",15,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",26,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"OBT","",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"EFE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",17,"GIG","",1,0,1,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",24,"OBT","woodpecker hole, intact OBT inside",1,0,0,1,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",27,"WP, MC","",1,0,0,0,1,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",25,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",20,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",25,"ELD","",1,0,0,0,0,1,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",23,"WP","",1,0,0,0,0,0,1,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
"HGD",2023,"Spring",19,"EE","",1,1,0,0,0,0,0,"S. altissima","Hanging Bog Wildlife Management Area","NY","USA",42.304833,-78.25034,"many galls on the forest edge","LZ",""
